EventsPK	IncidentID	Event_Year	Event_Month	Event_Day	Event_Hour	Event_Minute	EventBegin_Year	EventBegin_Month	EventBegin_Day	EventBegin_Hour	EventBegin_Minute	EventEnd_Year	EventEnd_Month	EventEnd_Day	EventEnd_Hour	EventEnd_Minute	IncidentDescription	IncidentDescriptionTracking	Location_Country	Location_Province	Location_City	Leftist_Organization	Rightist_Organization	Religious_Organization	Ethnic_Organization	Separatist_Organization	Environmentalist_Organization	Supremacist_Organization	Anarchist_Organization	Antiglobalization_Organization	Vigilante_Organization	Criminal_Organization	NoPerpetrators	Emigre	Perpetrators_Primary	Perpetrators_Secondary	EventTypeID	WeaponTypeID1	WeaponTypeID2	WeaponSubTypeID1	WeaponSubTypeID2	TargetID1	TargetID2	TargetID3	TargetSubTypeID1	TargetSubTypeID2	TargetSubTypeID3	CanadianTarget	SuicideAttack	Fatalities	Injuries	PerpetratorFatalities	PerpetratorInjuries	IncidentSuccessful	Hoax	CanadianVictim	CanadianPerpetrator	ViolentExtremism	DoubtTerror	Alternative	Latitude	Longitude	OriginalSource	Reference1	Reference2	Reference3	Reference4	Reference5	Reference6	Reference7
13463	19680511110302001	1968	5	11													"05/11/1968: A time-bomb left by the Front de Liberation du Ouebec (FLQ) at the Seven Up plant in Ville Mont-Royal was dismantled. It consisted of three sticks of dynamite and a timing device. This was the first of more than 30 bombing incidents attributed to a new network of the FLQ, most of them in support of striking workers. A leading member of the FLQ later pleaded guilty to perpetrating the act."	0	Canada	Quebec	Montreal	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	1	0	Front de Libération du Québec (FLQ)		Bombing/Explosion	Explosives/Bombs/Dynamite		Time Fuse		Business			Industrial/Textiles/Factories			Yes	No	0	0	0	0	No	No	-99	-99		No				"Fournier, 1984: 129; The Gazette, 8 Mar 1969, 1; The Gazette, 13 May 1968, 3-4; The Montreal Star, 13 May 1968, 3"	"Kellett, A., Beanlands, B., Deacon, J., Jeffrey, H., & Lapalme, C. (1991). Terrorism in Canada 1960-1989, User Report no. 1990-16. Ottawa: Solicitor General Canada, National Security Coordination Centre, Police and Security Branch. p. 247."	"Ross, Jeffrey I. (1992). ATIC IV: Chronology of Domestic and International Terrorist Events in Canada, 1960-1990. Montreal, Qc: International Centre for Comparative Criminology. p. 39"						
13464	19680524110303001	1968	5	24	1	55				1	55						"05/24/1968: At 1:55 a.m., a bomb exploded on the steps of the United States Consulate, damaging the main entrance. No one was injured. Several days previously the building had been defaced with inscriptions protesting U.S. involvement in Vietnam. No warning was received. The words ""FNL Vaincre"" had been scrawled near the entrance (the slogan refers to the National Liberation Front, which was the political arm of the South Vietnam insurgents)."	0	Canada	Quebec	Quebec	Does adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	-88	1	National Liberation Front		Bombing/Explosion	Explosives/Bombs/Dynamite		Unknown Explosive Type		Diplomatic			Embassies/Consulates			No	No	0	0	0	0	Yes	No	-99	-99		No				"The Gazette, 25 May 1968, 2; Mickolus, 1980: 89; Mickolus, 1980, 89; Kellett, 1981, 61; Charters, 1987, 1; Kellett, 1988, B-1 (excluded); Fournier, 129 (Says Montreal); The Gazette, 25 May 1968; Globe and Mail, 25 May 1968, 55; Quebec Chronicle Telegraph, 25 May 1968, 3"	"Kellett, A., Beanlands, B., Deacon, J., Jeffrey, H., & Lapalme, C. (1991). Terrorism in Canada 1960-1989, User Report no. 1990-16. Ottawa: Solicitor General Canada, National Security Coordination Centre, Police and Security Branch."	RAND	"Mickolus, Edward F. (1980). Trasnational Terrorism: Chronology of Events, 1968-1979.  Westport, CT: Greenwood Press. p. 89."	"Ross, Jeffrey I. (1992). ATIC IV: Chronology of Domestic and International Terrorist Events in Canada, 1960-1990. Montreal, Qc: International Centre for Comparative Criminology. p. 39"				
13465	19680614110106001	1968	6	14													06/14/1968: A self-proclaimed separatist was arrested six weeks after escaping police custody. Police found a revolver in his possession which he claimed at his trial was to be used in an assassination attempt against Prime Minister Trudeau during the 24 June St. Jean Baptiste parade. He was sentenced to five years for escaping police custody and an additional five years for illegal possession of a firearm.	0	Canada	Quebec	Montreal	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	1	0			Assassination	Firearms		Handgun		Government			Head of State			Yes	No	0	0	0	0	No	No	-99	-99		No				"The Gazette, 26 June 1968, 13"	"Kellett, A., Beanlands, B., Deacon, J., Jeffrey, H., & Lapalme, C. (1991). Terrorism in Canada 1960-1989, User Report no. 1990-16. Ottawa: Solicitor General Canada, National Security Coordination Centre, Police and Security Branch. p. 372."							
13466	19680628881121001	1968	6	28													06/28/1968: Gaston Plant case (Not necessarily political terrorism)	0	Canada		Unknown	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	0			Unknown	Unknown				Utilities			Electrical transformers/substations/ power lines			-88	-88	-88	-88	-88	-88	-88	-88	-99	-99		Yes	Lack of Intentionality			"The Gazette, 26 June 1978, 24"	"Ross, Jeffrey I. (1992). ATIC IV: Chronology of Domestic and International Terrorist Events in Canada, 1960-1990. Montreal, Qc: International Centre for Comparative Criminology. p. 39"							
13467	19680704990303001	1968	7	4													07/24/1968: The Canadian Consulate and tourist office in New York City was bombed by El Poder Cubano.	0	United States		New York	Does not adhere to the ideology	Does adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	-88	0	El Poder Cubano (anti-Castro Cubans)		Bombing/Explosion	Explosives/Bombs/Dynamite		Unknown Explosive Type		Diplomatic	Tourists		Embassies/Consulates	Other Facilities		Yes	No	0	0	0	0	Yes	No	No	-88		No				"New York Times, 5 July 1968, 1; Kellett, 1981, 61; Charters, 1987, 1; Kellett, 1988, A-1"	RAND	"Mickolus, Edward F. (1980). Trasnational Terrorism: Chronology of Events, 1968-1979.  Westport, CT: Greenwood Press. p. 91."	"Ross, Jeffrey I. (1992). ATIC IV: Chronology of Domestic and International Terrorist Events in Canada, 1960-1990. Montreal, Qc: International Centre for Comparative Criminology. p. 133"					
13468	19680820110302001	1968	8	20													08/20/1968: A Front de Liberation du Quebec (FLQ) bomb exploded at the strike bound Victoria Precision Works plant in Montreal. It blew out hundreds of windows.	0	Canada	Quebec	Montreal	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	-88	0	Front de Libération du Québec (FLQ)		Bombing/Explosion	Explosives/Bombs/Dynamite		Unknown Explosive Type		Business			Industrial/Textiles/Factories			Yes	No	0	0	0	0	Yes	No	-99	-99		No				"Fournier, 134; The Gazette, 21 Aug 1968, 1; The Montreal Star, 20 Aug 1968, 1"	"Ross, Jeffrey I. (1992). ATIC IV: Chronology of Domestic and International Terrorist Events in Canada, 1960-1990. Montreal, Qc: International Centre for Comparative Criminology. p. 40"							
13469	19680820110306001	1968	8	20	3	30				3	30						"08/20/1968: At 3:30 a.m. a dynamite time bomb planted by the Front de Liberation du Quebec (FLQ) exploded under the private car of a Societe des Alcools du Quebec (SAQ) negotiator. Two other bombs exploded almost simultaneously in Montreal, one of them outside an SAQ store. The SAQ was government-owned, and had been involved in a labour dispute for two months. Three explosions occurred in different Montreal locations in the space of 15 minutes. Investigators believed that the explosions were connected because of several similarities. All of the charges were small, and the components and construction of the three bombs were identical."	0	Canada	Quebec	Montreal	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	-88	0	Front de Libération du Québec (FLQ)		Bombing/Explosion	Explosives/Bombs/Dynamite		Time Fuse		Government			Government Buildings/Facilities			Yes	No	0	0	0	0	Yes	No	-99	-99		No				"Fournier, 1984: 134; The Gazette, 9 Sept 1968, 1; The Montreal Star, 9 Sept 1968, 6; The Gazette, 21 Aug 1968, 3; The Montreal Star, 20 Aug 1968, 1"	"Kellett, A., Beanlands, B., Deacon, J., Jeffrey, H., & Lapalme, C. (1991). Terrorism in Canada 1960-1989, User Report no. 1990-16. Ottawa: Solicitor General Canada, National Security Coordination Centre, Police and Security Branch. p. 247."	"Ross, Jeffrey I. (1992). ATIC IV: Chronology of Domestic and International Terrorist Events in Canada, 1960-1990. Montreal, Qc: International Centre for Comparative Criminology. p. 40"	"Laurendeau, M. (1990). Les Quebecois Violent. Montreal, QC: Boreal. p.315 "					
13470	19680901110314001	1968	9	1	2	20				2	20						"09/01/1968: A small bomb exploded at the Cote St. Luc home of the manager of a flower shop, Bernard Kahlenberg, which had been the target of a bombing 15 months previously. The bomb was in a tape-wrapped paper package left on the steps. It exploded at 2:20 a.m. just after the resident's daughter and a friend had approached and then retreated; both were treated for shock. Little damage was done to the building. The bomb was thought to contain one stick of dynamite. At the time of the earlier attack, the shop had been warned to change its stationary and advertising to French."	0	Canada	Quebec	Montreal	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	-88	0			Bombing/Explosion	Explosives/Bombs/Dynamite		Unknown Explosive Type		Private Citizens & Property			Houses/Apartments/Residence	Retail/Grocery/Bakery (including cell phone shops and generic shops)		Yes	No	0	0	0	0	Yes	No	-99	-99		No				"The Montreal Star, 9 Sept 1968, 3; The Montreal Star, 2 Sept 1968, 8"	"Kellett, A., Beanlands, B., Deacon, J., Jeffrey, H., & Lapalme, C. (1991). Terrorism in Canada 1960-1989, User Report no. 1990-16. Ottawa: Solicitor General Canada, National Security Coordination Centre, Police and Security Branch. p. 248."	"Ross, Jeffrey I. (1992). ATIC IV: Chronology of Domestic and International Terrorist Events in Canada, 1960-1990. Montreal, Qc: International Centre for Comparative Criminology. p. 40"						
13471	19680908110306001	1968	9	8	1	30				1	30						"09/08/1968: A dynamite time bomb failed to detonate after being placed in a garbage can at around 1:30 a.m. behind a strikebound liquor outlet. The device consisted of one ""submarine dynamite stick"", a clock, battery and two jam jars full of gasoline. The device was taped together and wrapped in paper which was ignited before being put into the garbage unit. One of the jars of gas exploded, denting the can and starting a small fire. However, the dynamite stick failed to detonate and damage to the liquor store was negligible. Police found a number of Front de Liberation du Quebec (FLQ) signs at the store, and believed that the bombing was planned by those responsible for three similar bombs which exploded in Montreal on 08/20."	0	Canada	Quebec	Montreal	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	-88	0	Front de Libération du Québec (FLQ)		Bombing/Explosion	Explosives/Bombs/Dynamite		Time Fuse		Government			Government Buildings/Facilities			Yes	No	0	0	0	0	No	No	-99	-99		No				"Fournier, 1984: 135; Morf, 1970: 131; The Gazette, 9 Sept 1968, 1; The Gazette, 25 Sept 1968, 37; The Montreal Star, 9 Sept 1968, 6; The Gazette, 9 Sept 1968, 1; The Montreal Star, 9 Sept 1968, 6"	"Kellett, A., Beanlands, B., Deacon, J., Jeffrey, H., & Lapalme, C. (1991). Terrorism in Canada 1960-1989, User Report no. 1990-16. Ottawa: Solicitor General Canada, National Security Coordination Centre, Police and Security Branch. p. 249."	"Ross, Jeffrey I. (1992). ATIC IV: Chronology of Domestic and International Terrorist Events in Canada, 1960-1990. Montreal, Qc: International Centre for Comparative Criminology. p. 40"						
13472	19680911040401001	1968	9	11													"09/11/1968: An Air Canada Viscount four-engine turbo-prop flying from St. John, New Brunswick to Toronto was hijacked by gunman Charles Lavern Beasley, a U.S. citizen who wished to go to Cuba. He allowed the plane to land in Montreal for refuelling and was talked out of his attempt by an RCMP officer who offered him guarantees of non-prosecution and possible asylum. Beasley claimed to be a member of a U.S. Black Power group and was fleeing the CIA. "	0	Canada	New Brunswick	Saint Johns	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	1	0	Black Power		Hijacking	Firearms		Unknown Gun Type		Airports & Aircraft			Aircraft (not at an airport)			Yes	No	0	0	0	0	Yes	No	-99	-99		No					"Mickolus, Edward F. (1980). Trasnational Terrorism: Chronology of Events, 1968-1979.  Westport, CT: Greenwood Press. p. 97."							
13473	19680918110313001	1968	9	18	3	0				3	0						"09/18/1968: A bomb exploded near Bordeaux jail, behind the home of the Prison Warden. The bomb was placed underneath the back porch at 3:00 a.m. It comprised several sticks of dynamite, a detonator, a battery and a cheap clock. A hand-printed note left outside the Warden's home claimed that the blast was intended to give ""concrete support to patriots Gagnon and Vallieres. The Front de Liberation du Quebec has shown today the only way to abolish the regime of justice for the rich. This is directed at a representative of the rotten society."" Vallieres and Gagnon were then awaiting trial and went on a hunger strike to protest conditions at Bordeaux jail."	0	Canada	Quebec	Montreal	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	-88	0	Front de Libération du Québec (FLQ)		Bombing/Explosion	Explosives/Bombs/Dynamite		Time Fuse		Police	Private Citizens & Property		Prisons/Jails	Vehicles/Transportation		Yes	No	0	0	0	0	Yes	No	-99	-99		No				"Fournier, 1984: 135; The Gazette, 19 Sept 1968, 13; Journal de Montreal, 19 Sept 1968, 11; The Montreal Star, 18 Sept 1968, 1; The Gazette, 19 Sept 1968, 13; Globe and Mail, 19 Sept 1968, 3"	"Kellett, A., Beanlands, B., Deacon, J., Jeffrey, H., & Lapalme, C. (1991). Terrorism in Canada 1960-1989, User Report no. 1990-16. Ottawa: Solicitor General Canada, National Security Coordination Centre, Police and Security Branch. p. 249."	"Ross, Jeffrey I. (1992). ATIC IV: Chronology of Domestic and International Terrorist Events in Canada, 1960-1990. Montreal, Qc: International Centre for Comparative Criminology. p. 41"						
